HIP|RAhms|DEdms|Vmag|RAICRS|DEICRS
  9631|02 03 48.12|-00 20 24.5| 5.96|030.95051270|-00.34014611
  9640|02 03 53.92|+42 19 47.5| 2.10|030.97466283|+42.32984832
  9677|02 04 29.43|-29 17 48.6| 4.68|031.12262534|-29.29683966
  9727|02 05 07.05|+77 16 53.2| 5.27|031.27938922|+77.28145654
  9763|02 05 31.58|+76 06 54.4| 5.22|031.38157411|+76.11511028
  9836|02 06 33.91|+22 38 54.3| 5.03|031.64130188|+22.64840404
  9884|02 07 10.29|+23 27 46.0| 2.01|031.79285757|+23.46277743
  9977|02 08 29.15|+37 51 33.1| 4.78|032.12144102|+37.85918337
  9990|02 08 40.58|+58 25 25.0| 5.66|032.16908619|+58.42360489
 10035|02 09 09.33|-43 30 59.3| 5.84|032.28888091|-43.51647088
 10053|02 09 25.29|+25 56 23.9| 4.98|032.35535861|+25.93997268
 10064|02 09 32.52|+34 59 14.6| 3.00|032.38550383|+34.98739204
 10155|02 10 37.54|+19 30 01.5| 5.68|032.65642510|+19.50040351
 10212|02 11 21.16|+08 34 12.3| 5.64|032.83817716|+08.57008262
 10234|02 11 35.84|-01 49 31.3| 5.94|032.89933984|-01.82534866
 10280|02 12 22.32|+30 18 11.6| 4.94|033.09301632|+30.30321507
 10296|02 12 37.51|+24 10 04.1| 5.96|033.15630080|+24.16779356
 10305|02 12 47.32|-02 23 36.5| 5.65|033.19717997|-02.39345960
 10306|02 12 47.98|+21 12 39.5| 5.23|033.19993262|+21.21098318
 10320|02 12 54.46|-30 43 25.8| 5.27|033.22691696|-30.72384252
 10324|02 13 00.01|+08 50 48.3| 4.36|033.25004577|+08.84675230
 10326|02 13 00.95|-21 00 00.9| 5.86|033.25396814|-21.00023660
 10328|02 13 03.25|+15 16 47.7| 5.72|033.26352181|+15.27991044
 10340|02 13 13.34|+44 13 54.1| 4.84|033.30558667|+44.23168903
 10366|02 13 36.02|+51 03 58.4| 5.31|033.40008213|+51.06623342
 10418|02 14 14.50|-67 50 29.6| 5.57|033.56042796|-67.84155199
 10440|02 14 31.96|-41 10 00.1| 5.91|033.63317374|-41.16670109
 10513|02 15 28.56|-67 44 46.8| 5.67|033.86899336|-67.74633515
 10535|02 15 42.83|+25 02 35.7| 5.57|033.92847664|+25.04325530
 10540|02 15 45.94|+25 46 59.2| 5.79|033.94139916|+25.78309877
 10559|02 15 56.30|+33 21 32.3| 5.25|033.98456296|+33.35897589
 10602|02 16 30.50|-51 30 43.6| 3.56|034.12708452|-51.51211145
 10642|02 16 58.99|-06 25 18.7| 5.51|034.24578955|-06.42185630
 10644|02 17 02.42|+34 13 29.4| 4.84|034.26007346|+34.22482985
 10670|02 17 18.84|+33 50 50.4| 4.03|034.32848216|+33.84732099
 10718|02 17 59.82|+57 53 59.3| 5.75|034.49925395|+57.89980835
 10723|02 18 01.23|+01 45 24.8| 5.60|034.50510951|+01.75689975
 10729|02 18 04.60|+57 30 58.8| 5.99|034.51916463|+57.51632574
 10732|02 18 07.55|+19 54 04.2| 5.58|034.53144339|+19.90116135
 10793|02 18 56.99|+28 38 33.6| 5.29|034.73745342|+28.64267411
 10819|02 19 16.85|+47 22 48.0| 5.31|034.82019851|+47.37998782
 10871|02 19 54.25|-55 56 41.4| 5.81|034.97602796|-55.94484169
 10944|02 20 58.17|+50 09 05.5| 5.57|035.24238707|+50.15154156
 11001|02 21 45.02|-68 39 33.9| 4.08|035.43759585|-68.65942390
 11021|02 21 56.64|+00 23 44.5| 5.29|035.48597927|+00.39569203
 11029|02 22 01.44|-10 46 38.4| 5.43|035.50600237|-10.77733458
 11033|02 22 04.98|-17 39 43.3| 5.89|035.52073828|-17.66202807
 11046|02 22 12.41|-00 53 05.1| 5.42|035.55169522|-00.88474037
 11060|02 22 21.43|+55 50 44.4| 5.16|035.58930899|+55.84565637
 11072|02 22 32.42|-23 48 58.7| 5.19|035.63508730|-23.81631542
 11090|02 22 50.36|+41 23 47.5| 5.81|035.70984185|+41.39653472
 11095|02 22 52.47|-73 38 45.0| 5.99|035.71864225|-73.64582097
 11102|02 22 54.65|-51 05 32.2| 5.90|035.72772659|-51.09228926
 11220|02 24 24.89|+50 00 23.9| 5.19|036.10372497|+50.00663318
 11249|02 24 49.04|+10 36 38.2| 5.48|036.20435282|+10.61059804
 11258|02 24 53.99|-60 18 41.9| 5.36|036.22497693|-60.31162902
 11313|02 25 37.40|+50 16 43.2| 4.73|036.40583743|+50.27866588
 11345|02 25 57.01|-12 17 25.6| 4.88|036.48755111|-12.29045200
 11348|02 26 00.38|-15 20 28.0| 5.88|036.50156687|-15.34111517
 11381|02 26 35.16|-20 02 34.3| 5.89|036.64651715|-20.04286354
 11407|02 26 59.10|-47 42 13.8| 4.24|036.74627081|-47.70382692
 11432|02 27 27.79|+31 48 04.9| 5.55|036.86578353|+31.80134872
 11477|02 28 01.69|-33 48 39.8| 5.13|037.00704179|-33.81105246
 11484|02 28 09.52|+08 27 36.3| 4.30|037.03965786|+08.46008870
 11486|02 28 09.99|+29 40 10.3| 5.29|037.04162643|+29.66953828
 11548|02 28 48.54|+29 55 53.7| 5.89|037.20224439|+29.93158402
 11569|02 29 03.99|+67 24 08.6| 4.46|037.26661741|+67.40238385
 11670|02 30 32.31|+25 14 06.8| 5.88|037.63464227|+25.23521368
 11738|02 31 30.08|+02 16 01.9| 5.27|037.87534312|+02.26720689
 11757|02 31 40.12|-79 06 33.3| 5.27|037.91716991|-79.10924959
 11767|02 31 47.08|+89 15 50.9| 1.97|037.94614689|+89.26413805
 11783|02 32 05.28|-15 14 39.6| 4.74|038.02198846|-15.24431990
 11784|02 32 06.14|+36 08 50.0| 5.15|038.02556633|+36.14723132
 11791|02 32 09.44|-01 02 05.3| 5.36|038.03931801|-01.03481751
 11840|02 32 52.66|+34 32 32.8| 5.84|038.21940851|+34.54245642
 11867|02 33 07.04|-34 38 59.7| 5.91|038.27932880|-34.64992327
 11918|02 33 50.71|-28 13 56.4| 4.96|038.46130170|-28.23234010
 12002|02 34 42.59|-07 51 33.4| 5.74|038.67745683|-07.85928850
 12072|02 35 38.74|+37 18 44.2| 5.72|038.91142631|+37.31229050
 12086|02 35 46.80|+34 41 15.7| 5.38|038.94498948|+34.68768289
 12093|02 35 52.49|+05 35 35.9| 4.87|038.96870420|+05.59330163
 12107|02 36 00.07|-07 49 53.2| 5.53|039.00028366|-07.83145306
 12114|02 36 03.83|+06 53 00.1| 5.79|039.01596864|+06.88336423
 12122|02 36 09.28|-30 02 41.9| 5.74|039.03865189|-30.04496366
 12148|02 36 35.10|+07 43 48.3| 5.81|039.14626535|+07.73007761
 12153|02 36 37.75|+12 26 52.2| 5.64|039.15728620|+12.44784628
 12181|02 36 57.08|+38 44 02.3| 5.91|039.23782977|+38.73398283
 12186|02 36 58.62|-34 34 38.4| 5.78|039.24425358|-34.57734519
 12225|02 37 24.26|-52 32 35.1| 5.30|039.35110362|-52.54308845
 12239|02 37 36.01|+65 44 43.3| 5.80|039.40002834|+65.74535775
 12247|02 37 41.78|-03 23 45.8| 5.65|039.42407297|-03.39606767
 12273|02 38 02.09|+72 49 05.6| 5.17|039.50870051|+72.81821481
 12288|02 38 18.60|-30 11 38.0| 5.84|039.57748196|-30.19388274
 12332|02 38 49.00|+21 57 41.2| 5.45|039.70416245|+21.96144509
 12387|02 39 28.95|+00 19 42.7| 4.08|039.87061789|+00.32851680
 12390|02 39 33.73|-11 52 17.7| 4.83|039.89054885|-11.87158159
 12394|02 39 35.22|-68 16 01.0| 4.12|039.89676530|-68.26694760
 12413|02 39 47.92|-42 53 29.9| 4.74|039.94966387|-42.89163328
 12444|02 40 12.50|-09 27 09.7| 5.79|040.05209879|-09.45268375
 12484|02 40 39.58|-54 32 59.7| 5.21|040.16491631|-54.54992422
 12486|02 40 39.93|-39 51 19.1| 4.11|040.16638213|-39.85530905
 12489|02 40 41.03|+27 03 39.6| 5.30|040.17097186|+27.06100903
 12530|02 41 13.87|-00 41 43.3| 5.72|040.30779517|-00.69534847
 12562|02 41 34.13|-14 32 57.9| 5.98|040.39221887|-14.54941172
 12608|02 42 06.59|-38 23 01.4| 5.99|040.52746495|-38.38371780
 12623|02 42 14.93|+40 11 39.8| 4.91|040.56220350|+40.19438688
 12640|02 42 21.92|+20 00 41.7| 5.74|040.59134429|+20.01157690
 12653|02 42 33.16|-50 48 03.0| 5.40|040.63816025|-50.80082665
 12686|02 42 59.47|+53 31 34.3| 5.85|040.74778071|+53.52618220
 12692|02 43 02.80|+55 06 21.9| 5.76|040.76167775|+55.10607111
 12706|02 43 18.12|+03 14 10.2| 3.47|040.82551897|+03.23617162
 12719|02 43 27.11|+27 42 25.8| 4.65|040.86296031|+27.70717078
 12768|02 44 05.16|+44 17 49.4| 5.43|041.02149224|+44.29705480
 12770|02 44 07.35|-13 51 31.2| 4.24|041.03064356|-13.85867594
 12777|02 44 11.69|+49 13 43.2| 4.10|041.04869991|+49.22866639
 12803|02 44 32.97|+15 18 42.8| 5.78|041.13737997|+15.31189952
 12821|02 44 49.67|+67 49 29.0| 5.95|041.20695883|+67.82470926
 12828|02 44 56.37|+10 06 51.2| 4.27|041.23488901|+10.11421979
 12832|02 44 57.51|+12 26 45.5| 5.17|041.23961417|+12.44596709
 12843|02 45 05.98|-18 34 21.5| 4.47|041.27492276|-18.57265077
 12871|02 45 27.45|-63 42 16.3| 5.73|041.36438582|-63.70453152
 12876|02 45 32.53|-67 37 00.2| 4.83|041.38555249|-67.61672400
 13055|02 47 47.63|+81 26 55.2| 5.80|041.94847766|+81.44866603
 13061|02 47 54.44|+29 14 50.7| 4.52|041.97683942|+29.24742385
 13108|02 48 32.06|+18 17 01.9| 5.83|042.13359632|+18.28387012
 13121|02 48 45.87|+25 11 17.1| 5.89|042.19112221|+25.18807322
 13141|02 49 01.37|-62 48 23.7| 5.25|042.25569560|-62.80659207
 13147|02 49 05.36|-32 24 22.6| 4.45|042.27233113|-32.40628403
 13165|02 49 17.56|+17 27 51.6| 5.26|042.32315708|+17.46434448
 13202|02 49 54.15|-27 56 31.3| 5.39|042.47562958|-27.94203549
 13209|02 49 58.99|+27 15 38.8| 3.61|042.49578911|+27.26079044
 13225|02 50 14.75|-35 50 37.3| 5.92|042.56144528|-35.84368582
 13244|02 50 28.54|-75 04 00.8| 4.76|042.61890350|-75.06688108
 13254|02 50 34.91|+38 19 08.1| 4.22|042.64547584|+38.31890838
 13265|02 50 40.40|-35 40 32.6| 5.48|042.66834974|-35.67571664
 13268|02 50 41.79|+55 53 43.9| 3.77|042.67413655|+55.89552955
 13288|02 51 02.35|-21 00 14.3| 4.76|042.75977464|-21.00397890
 13327|02 51 29.57|+15 04 55.7| 5.52|042.87319979|+15.08212726
 13328|02 51 30.83|+35 03 35.6| 4.56|042.87846216|+35.05989415
 13339|02 51 41.75|+46 50 31.2| 5.86|042.92396836|+46.84200204
 13367|02 51 58.75|+68 53 18.7| 5.94|042.99478506|+68.88851683
 13473|02 53 34.35|-38 26 13.5| 5.93|043.39313847|-38.43708698
 13479|02 53 35.27|-22 22 34.0| 5.93|043.39695392|-22.37612257
 13490|02 53 42.58|+38 20 15.6| 5.34|043.42740906|+38.33767914
 13531|02 54 15.46|+52 45 45.0| 3.93|043.56442700|+52.76248991
 13654|02 55 48.50|+18 19 54.0| 5.76|043.95209490|+18.33167607
 13665|02 55 56.74|+61 31 15.8| 5.59|043.98642959|+61.52106281
 13679|02 56 13.73|+08 22 54.4| 5.97|044.05720205|+08.38177807
 13701|02 56 25.60|-08 53 51.4| 3.89|044.10668245|-08.89760976
 13702|02 56 25.98|+18 01 25.1| 5.58|044.10825985|+18.02365076
 13717|02 56 37.45|-03 42 44.0| 5.16|044.15602146|-03.71221461
 13775|02 57 17.28|+31 56 03.5| 5.10|044.32200201|+31.93429432
 13782|02 57 23.70|-23 51 43.5| 5.44|044.34875521|-23.86207670
 13834|02 58 05.08|+20 40 07.7| 5.80|044.52114653|+20.66881016
 13835|02 58 05.69|-23 36 22.1| 5.82|044.52369967|-23.60613828
 13847|02 58 15.72|-40 18 17.0| 2.88|044.56548180|-40.30473491
 13874|02 58 42.09|-02 46 57.8| 5.22|044.67538999|-02.78272383
 13879|02 58 45.65|+39 39 46.2| 4.68|044.69021034|+39.66282739
 13884|02 58 47.77|-64 04 16.7| 4.98|044.69902505|-64.07129717
 13905|02 59 03.71|+35 10 59.2| 4.94|044.76545740|+35.18311415
 13914|02 59 12.73|+21 20 25.6| 4.63|044.80305773|+21.34044477
 13942|02 59 36.07|-25 16 27.6| 5.69|044.90027293|-25.27433851
 13949|02 59 39.87|+41 01 59.0| 5.89|044.91611677|+41.03305347
 13951|02 59 41.16|-02 27 53.6| 5.56|044.92151015|-02.46490094
 13954|02 59 42.90|+08 54 26.6| 4.71|044.92873469|+08.90740111
 13965|02 59 49.78|+47 13 14.3| 5.47|044.95742747|+47.22063875
 14036|03 00 44.09|+10 52 13.7| 5.93|045.18372171|+10.87047197
 14043|03 00 52.18|+52 21 06.5| 5.24|045.21743352|+52.35179769
 14060|03 01 09.97|-07 39 46.2| 5.75|045.29152748|-07.66283629
 14086|03 01 37.45|-28 05 25.7| 5.88|045.40604298|-28.09048221
 14109|03 01 54.15|+26 27 44.4| 5.91|045.47562665|+26.46234187
 14110|03 01 56.09|-09 57 41.0| 5.84|045.48372163|-09.96139327
 14131|03 02 15.40|-71 54 09.0| 5.51|045.56415553|-71.90249547
 14135|03 02 16.78|+04 05 23.7| 2.54|045.56991279|+04.08992539
 14143|03 02 22.51|+04 21 10.3| 5.62|045.59378383|+04.35287042
 14146|03 02 23.59|-23 37 27.6| 4.08|045.59830468|-23.62433613
 14168|03 02 42.26|-07 41 07.7| 5.32|045.67608040|-07.68546315
 14187|03 02 55.84|-46 58 30.2| 5.81|045.73267366|-46.97504226
 14240|03 03 36.90|-59 44 15.4| 5.12|045.90376552|-59.73761994
 14293|03 04 16.48|-07 36 03.2| 5.26|046.06865515|-07.60089934
 14328|03 04 47.79|+53 30 23.2| 2.91|046.19912598|+53.50645031
 14354|03 05 10.50|+38 50 25.9| 3.32|046.29373754|+38.84053298
 14376|03 05 26.69|+25 15 18.7| 5.45|046.36119708|+25.25519906
 14382|03 05 32.43|+56 42 20.0| 4.77|046.38510717|+56.70554810
 14417|03 06 07.95|+79 25 06.6| 5.49|046.53313395|+79.41851027
 14439|03 06 23.69|+13 11 14.6| 5.64|046.59869819|+13.18740263
 14456|03 06 33.49|-06 05 18.8| 5.23|046.63953388|-06.08854227
 14502|03 07 19.02|+64 03 27.4| 5.89|046.82923690|+64.05760178
 14521|03 07 31.90|-78 59 21.9| 5.67|046.88292015|-78.98942329
 14576|03 08 10.13|+40 57 20.3| 2.09|047.04220716|+40.95565120
 14632|03 09 02.88|+49 36 48.6| 4.05|047.26201363|+49.61350009
 14668|03 09 29.63|+44 51 28.4| 3.79|047.37345463|+44.85788896
 14677|03 09 36.73|+29 04 37.6| 5.74|047.40303182|+29.07711221
 14764|03 10 38.78|+11 52 21.7| 5.97|047.66156390|+11.87269252
 14817|03 11 17.40|+39 36 41.7| 4.61|047.82250605|+39.61157075
 14838|03 11 37.67|+19 43 36.1| 4.35|047.90695691|+19.72669777
 14844|03 11 42.85|+81 28 14.6| 5.92|047.92855231|+81.47071191
 14862|03 11 56.24|+74 23 37.9| 4.85|047.98432711|+74.39386878
 14879|03 12 04.28|-28 59 20.8| 3.80|048.01783332|-28.98910623
 14893|03 12 14.24|+27 15 25.2| 5.78|048.05932746|+27.25701296
 14913|03 12 25.68|-44 25 10.8| 5.92|048.10699596|-44.41965395
 14915|03 12 26.37|+06 39 39.2| 5.55|048.10987466|+06.66088598
 14930|03 12 33.14|-57 19 17.7| 5.71|048.13808292|-57.32158199
 14954|03 12 46.32|-01 11 45.4| 5.07|048.19301506|-01.19593294
 15004|03 13 23.86|+48 10 37.2| 5.93|048.34940955|+48.17699884
 15110|03 14 54.11|+21 02 40.7| 4.87|048.72547816|+21.04462873
 15154|03 15 20.45|+30 33 24.0| 5.61|048.83519839|+30.55667481
 15192|03 15 47.97|+57 08 26.3| 5.79|048.94988581|+57.14062522
 15197|03 15 50.03|-08 49 11.4| 4.80|048.95844499|-08.81984050
 15201|03 15 57.36|-77 23 19.0| 5.51|048.98899185|-77.38860498
 15219|03 16 12.20|+50 56 15.8| 5.04|049.05085271|+50.93771066
 15241|03 16 35.19|+32 11 03.2| 5.98|049.14663457|+32.18421948
 15305|03 17 26.60|-47 45 06.3| 5.84|049.36084175|-47.75173770
 15330|03 17 44.47|-62 34 36.8| 5.53|049.43528798|-62.57689893
 15334|03 17 45.74|+39 17 00.3| 5.97|049.44057220|+39.28341373
 15338|03 17 47.33|+44 01 30.3| 5.49|049.44721595|+44.02508193
 15357|03 18 02.49|-28 47 49.3| 5.93|049.51038343|-28.79703600
 15371|03 18 11.14|-62 30 28.6| 5.24|049.54640411|-62.50793537
 15382|03 18 22.10|-22 30 40.1| 4.86|049.59206509|-22.51114978
 15383|03 18 22.28|-00 55 48.5| 5.62|049.59282830|-00.93014105
 15404|03 18 37.72|+50 13 20.0| 5.16|049.65717026|+50.22223526
 15411|03 18 41.07|-18 33 34.7| 5.72|049.67113524|-18.55964006
 15416|03 18 43.82|+34 13 21.6| 4.85|049.68259978|+34.22267370
 15444|03 19 07.62|+50 05 42.1| 5.05|049.78174379|+50.09502752
 15457|03 19 21.54|+03 22 11.9| 4.84|049.83974536|+03.36997055
 15474|03 19 30.97|-21 45 28.6| 3.70|049.87904033|-21.75794210
 15479|03 19 34.90|-24 07 22.2| 5.63|049.89542972|-24.12284680
 15510|03 19 53.22|-43 04 17.6| 4.26|049.97177014|-43.07154929
 15514|03 19 55.81|+27 04 16.7| 5.91|049.98255370|+27.07130717
 15520|03 19 59.26|+65 39 08.4| 4.74|049.99690314|+65.65232717
 15547|03 20 19.58|+77 44 05.6| 5.44|050.08158506|+77.73490142
 15549|03 20 20.37|+29 02 54.6| 4.47|050.08485949|+29.04849835
 15619|03 21 06.77|+03 40 32.5| 5.70|050.27821082|+03.67568149
 15627|03 21 13.61|+21 08 49.7| 5.27|050.30671225|+21.14714057
 15643|03 21 24.03|-23 38 06.3| 5.50|050.35010618|-23.63508924
 15648|03 21 26.61|+43 19 46.7| 4.96|050.36086309|+43.32965174
 15669|03 21 52.37|+49 04 15.8| 5.94|050.46821583|+49.07105892
 15696|03 22 11.89|+27 36 27.3| 5.55|050.54954371|+27.60757659
 15737|03 22 45.27|+20 44 31.6| 5.10|050.68863399|+20.74210510
 15770|03 23 13.18|+49 12 48.0| 5.32|050.80490169|+49.21333010
 15861|03 24 18.46|+24 43 27.1| 5.50|051.07693671|+24.72418789
 15863|03 24 19.35|+49 51 40.5| 1.79|051.08061889|+49.86124281
 15876|03 24 29.68|+33 32 09.7| 5.78|051.12366306|+33.53601771
 15890|03 24 40.56|+64 35 09.6| 5.13|051.16900549|+64.58599618
 15900|03 24 48.84|+09 01 44.6| 3.61|051.20349011|+09.02906504
 15968|03 25 36.25|-69 20 11.7| 5.96|051.40105611|-69.33659399
 16029|03 26 22.52|-27 19 03.4| 5.93|051.59383221|-27.31760910
 16083|03 27 10.12|+09 43 58.0| 3.73|051.79217049|+09.73277240
 16112|03 27 33.37|-35 40 52.8| 5.71|051.88902397|-35.68133899
 16142|03 28 00.95|-11 17 11.4| 5.74|052.00395041|-11.28648689
 16147|03 28 03.05|+49 03 46.6| 4.99|052.01270885|+49.06293148
 16168|03 28 20.68|+33 48 27.7| 5.72|052.08616659|+33.80769703
 16210|03 28 52.31|+49 50 54.4| 5.58|052.21794573|+49.84844583
 16228|03 29 04.13|+59 56 25.2| 4.21|052.26722684|+59.94033461
 16244|03 29 22.03|+49 30 32.5| 4.67|052.34179296|+49.50901919
 16245|03 29 22.19|-62 56 18.4| 4.71|052.34244352|-62.93843436
 16263|03 29 36.02|-12 40 29.1| 5.57|052.40009401|-12.67474889
 16281|03 29 54.75|+58 52 43.5| 4.55|052.47810837|+58.87875244
 16285|03 29 55.19|-42 38 03.3| 5.76|052.47997851|-42.63425261
 16290|03 29 58.93|-78 21 06.4| 5.68|052.49552432|-78.35178497
 16292|03 30 00.23|+55 27 06.6| 5.09|052.50095974|+55.45183695
 16322|03 30 24.48|+11 20 11.3| 5.14|052.60198294|+11.33648129
 16335|03 30 34.48|+47 59 42.6| 4.36|052.64367585|+47.99517199
 16339|03 30 36.90|-47 22 30.6| 5.98|052.65374344|-47.37517410
 16340|03 30 36.93|+48 06 13.2| 5.82|052.65388405|+48.10365477
 16341|03 30 37.05|-05 04 30.6| 4.74|052.65437447|-05.07516332
 16358|03 30 45.40|+06 11 19.5| 5.93|052.68914607|+06.18874381
 16368|03 30 51.68|-66 29 23.0| 5.81|052.71534366|-66.48971810
 16369|03 30 52.37|+12 56 12.1| 4.14|052.71819576|+12.93668186
 16470|03 32 08.58|+48 01 24.7| 5.47|053.03575392|+48.02353391
 16489|03 32 19.72|+84 54 40.9| 5.62|053.08214603|+84.91136314
 16499|03 32 26.30|+46 03 25.4| 5.30|053.10960058|+46.05704336
 16509|03 32 34.72|-50 22 43.9| 5.67|053.14465247|-50.37884857
 16511|03 32 35.93|+09 22 24.8| 5.76|053.14970799|+09.37355768
 16518|03 32 40.02|+35 27 42.2| 5.91|053.16675711|+35.46172039
 16537|03 32 56.42|-09 27 29.9| 3.72|053.23509009|-09.45830584
 16591|03 33 35.02|+39 53 58.5| 5.79|053.39592658|+39.89959026
 16599|03 33 39.10|+54 58 29.5| 5.98|053.41292455|+54.97486087
 16611|03 33 47.25|-21 37 58.1| 4.26|053.44686638|-21.63281597
 16664|03 34 26.62|+24 27 52.1| 5.95|053.61093000|+24.46447543
 16780|03 35 57.65|-11 11 38.3| 5.56|053.99021710|-11.19397792
 16803|03 36 17.39|-17 28 01.3| 5.24|054.07246744|-17.46704107
 16826|03 36 29.36|+48 11 33.7| 4.32|054.12233383|+48.19270068
 16846|03 36 47.31|+00 35 17.4| 5.82|054.19711994|+00.58815498
 16852|03 36 52.52|+00 24 10.2| 4.29|054.21882896|+00.40283316
 16870|03 37 05.68|-40 16 28.2| 4.57|054.27365880|-40.27451075
 16989|03 38 29.25|-07 23 30.2| 5.86|054.62189268|-07.39170945
 17027|03 39 01.13|-05 37 32.5| 5.97|054.75469049|-05.62570656
 17103|03 39 51.14|+03 03 24.6| 5.55|054.96309860|+03.05684307
 17167|03 40 38.33|-05 12 38.5| 5.53|055.15972132|-05.21069726
 17203|03 41 07.84|+37 34 49.0| 5.55|055.28267183|+37.58026421
 17296|03 42 09.35|+63 13 00.3| 5.06|055.53894572|+63.21675891
 17304|03 42 14.90|-31 56 18.2| 4.99|055.56207975|-31.93839587
 17309|03 42 18.94|+19 42 01.0| 5.68|055.57893663|+19.70028593
 17313|03 42 22.64|+33 57 54.1| 4.97|055.59434812|+33.96503899
 17342|03 42 42.73|+59 58 09.8| 5.74|055.67805920|+59.96938466
 17351|03 42 50.12|-37 18 48.0| 4.59|055.70884185|-37.31334485
 17358|03 42 55.48|+47 47 15.6| 3.01|055.73117540|+47.78765330
 17378|03 43 14.96|-09 45 54.7| 3.52|055.81231706|-09.76519868
 17395|03 43 33.84|-10 29 08.2| 5.59|055.89099355|-10.48561144
 17440|03 44 11.55|-64 48 25.5| 3.84|056.04814541|-64.80709398
 17448|03 44 19.13|+32 17 17.8| 3.84|056.07969347|+32.28827325
 17457|03 44 30.51|-01 09 47.1| 5.24|056.12711667|-01.16307844
 17460|03 44 31.40|+36 27 36.7| 5.60|056.13082016|+36.46020384
 17489|03 44 48.20|+24 17 22.5| 5.45|056.20084227|+24.28957712
 17499|03 44 52.52|+24 06 48.4| 3.72|056.21884811|+24.11344840
 17506|03 44 56.46|-00 17 48.2| 5.56|056.23526063|-00.29671559
 17527|03 45 09.73|+24 50 21.7| 5.66|056.29052841|+24.83937337
 17529|03 45 11.64|+42 34 42.8| 3.77|056.29851422|+42.57854437
 17531|03 45 12.48|+24 28 02.6| 4.30|056.30200876|+24.46737879
 17534|03 45 15.88|-47 21 34.0| 5.72|056.31616344|-47.35945424
 17563|03 45 40.43|+06 03 00.1| 5.34|056.41846008|+06.05002905
 17573|03 45 49.59|+24 22 04.3| 3.87|056.45663804|+24.36785796
 17579|03 45 54.46|+24 33 16.6| 5.76|056.47693278|+24.55462128
 17584|03 45 59.25|+45 40 55.0| 5.66|056.49685459|+45.68194432
 17585|03 46 00.82|+67 12 06.8| 5.79|056.50339866|+67.20188088
 17587|03 46 02.33|+63 20 42.2| 4.78|056.50971937|+63.34506772
 17593|03 46 08.50|-12 06 06.2| 4.43|056.53542672|-12.10173530
 17595|03 46 09.36|+06 48 13.2| 5.91|056.53901620|+06.80365522
 17608|03 46 19.56|+23 56 54.5| 4.14|056.58150135|+23.94846207
 17618|03 46 27.42|-29 20 17.4| 5.91|056.61426555|-29.33816606
 17651|03 46 50.99|-23 14 54.4| 4.22|056.71245432|-23.24843800
 17678|03 47 14.23|-74 14 21.3| 3.26|056.80929799|-74.23924251
 17702|03 47 29.06|+24 06 18.9| 2.85|056.87110065|+24.10524193
 17717|03 47 39.62|-23 52 29.3| 5.24|056.91508473|-23.87479582
 17738|03 47 56.02|-30 10 02.4| 5.52|056.98342907|-30.16732063
 17771|03 48 16.25|+11 08 36.1| 5.08|057.06771677|+11.14336637
 17776|03 48 20.80|+23 25 16.9| 5.44|057.08668426|+23.42136355
 17798|03 48 35.72|-20 54 10.6| 5.81|057.14884582|-20.90293608
 17797|03 48 35.82|-37 37 12.5| 4.30|057.14926223|-37.62012878
 17805|03 48 38.92|+00 13 40.3| 5.91|057.16215134|+00.22787124
 17846|03 49 08.12|+43 57 46.9| 5.95|057.28384500|+43.96302293
 17847|03 49 09.73|+24 03 12.7| 3.62|057.29054669|+24.05352412
 17851|03 49 11.20|+24 08 12.6| 5.05|057.29668368|+24.13682565
 17854|03 49 13.70|+70 52 16.3| 5.40|057.30708659|+70.87120237
 17874|03 49 27.28|-36 12 00.4| 4.17|057.36367035|-36.20011250
 17884|03 49 31.29|+65 31 33.6| 4.39|057.38035594|+65.52600645
 17886|03 49 32.70|+33 05 29.0| 5.14|057.38626020|+33.09138142
 17891|03 49 36.62|+63 17 49.6| 5.82|057.40258833|+63.29710438
 17932|03 50 04.45|+44 58 04.5| 5.65|057.51854760|+44.96792105
 17954|03 50 18.91|+25 34 46.7| 5.24|057.57881165|+25.57964862
 17959|03 50 21.48|+71 19 56.5| 4.59|057.58948256|+71.33236777
 18081|03 51 53.72|+34 21 32.9| 5.78|057.97381828|+34.35912920
 18089|03 52 00.22|+06 32 05.7| 5.66|058.00093529|+06.53491424
 18141|03 52 41.65|-05 21 40.5| 5.48|058.17355849|-05.36124167
 18170|03 53 09.96|+17 19 37.8| 5.97|058.29149356|+17.32715595
 18199|03 53 33.30|-46 53 36.9| 5.93|058.38876601|-46.89358860
 18212|03 53 38.67|+48 39 02.0| 5.76|058.41112532|+48.65056848
 18213|03 53 38.92|-34 43 56.3| 5.11|058.41218403|-34.73229529
 18216|03 53 42.68|-24 36 44.0| 4.64|058.42784574|-24.61221253
 18217|03 53 43.19|+57 58 31.3| 5.80|058.42996876|+57.97536931
 18246|03 54 07.92|+31 53 01.2| 2.84|058.53299363|+31.88365776
 18255|03 54 17.49|-02 57 17.0| 4.46|058.57286091|-02.95473348
 18262|03 54 23.18|-40 21 25.3| 5.70|058.59657689|-40.35702900
 18339|03 55 16.17|-12 05 56.6| 5.99|058.81739077|-12.09905104
